1551453191.605675000	82:2a:a8:d7:dc:03		1
1551453191.606214000	18:d6:c7:8a:c4:d8		1
1551453191.611324000	24:a4:3c:c3:0c:40		1
1551453191.639997000	f0:9c:e9:e6:92:14		1
1551453191.644094000	f0:9c:e9:e6:92:15		1
1551453191.647677000	c0:25:e9:70:d9:ec		1
1551453191.671722000	f0:9f:c2:da:ec:f5		1
1551453191.695791000	80:2a:a8:d7:dc:03		1
1551453191.719357000	24:a4:3c:c3:0c:41		1
1551453191.740341000	48:d3:43:fc:e1:61		1
1551453192.537589000	e4:11:5b:06:0a:dc		1
1551453192.662001000	c4:e9:84:6e:7c:91		6
1551453193.024559000	84:9c:a6:14:c9:14		7
1551453193.561140000	94:f6:65:35:7e:c8		13
1551453193.562165000	94:f6:65:75:7e:c8		13
1551453193.562677000	94:f6:65:b5:7e:c8		13
1551453193.566257000	88:dc:96:06:60:d2		13
1551453193.643053000	70:8b:cd:b5:fc:50		13
1551453193.650219000	1c:3a:de:e2:92:7b		13
1551453194.589295000	54:fa:3e:43:80:8d		2
1551453195.625656000	72:39:53:c1:6b:20		9
1551453196.608280000	4c:5e:0c:b3:3a:03		3
1551453196.624623000	d4:7a:e2:70:0f:bd		3
1551453196.629742000	54:be:53:7a:88:30		3
1551453196.715242000	4c:09:d4:f4:2f:51		3
1551453196.734191000	62:be:53:7a:88:31		3
1551453197.644095000	f8:04:2e:a4:c2:c8		3
1551453198.597493000	7c:39:53:c1:6b:22		9
1551453198.636403000	4c:09:d4:2c:99:7a		9
1551453198.638453000	4c:09:d4:2c:99:7b		9
1551453199.656902000	7c:39:53:e3:6f:2d		4
1551453200.755182000	24:79:2a:32:72:a8		10
1551453202.615413000	ac:22:05:d0:5f:2d		11
1551453202.620536000	24:a4:3c:53:f7:e2		11
1551453202.646645000	64:d1:a3:26:df:fd		11
1551453202.667637000	2c:30:33:e8:f5:05		11
1551453202.684014000	88:5b:dd:c1:42:54		11
1551453202.698861000	0e:bf:6d:5c:e5:34		11
1551453202.702452000	4c:5e:0c:ba:72:85		11
1551453202.720373000	ae:22:15:d0:5f:2d		11
1551453202.724980000	80:2a:a8:57:4b:c5		11
1551453202.744427000	8a:8a:20:54:31:86		11
1551453202.786416000	88:5b:dd:c1:42:55		11
1551453202.789485000	02:bf:6d:5c:e5:34		11
1551453202.823801000	24:a4:3c:53:f7:e0		11
1551453202.824825000	24:a4:3c:53:f7:e1		11
1551453203.663535000	dc:71:44:d0:7e:58		6
1551453203.672765000	f4:30:b9:02:af:95		6
1551453203.699893000	24:a4:3c:c3:0f:40		6
1551453203.701426000	24:a4:3c:c3:0f:41		6
1551453203.781821000	f0:9c:e9:e6:9d:54		6
1551453203.807919000	e8:de:27:bb:ac:8c		6
1551453204.171503000	ec:8e:b5:b9:80:5a		6
1551453205.663525000	20:c9:d0:ae:8a:9b		36
1551453205.671718000	16:18:d6:21:c8:57		36
1551453205.689642000	dc:71:44:d0:7e:50		36
1551453205.695271000	7c:39:53:c1:6b:23		
1551453205.709629000	24:a4:3c:c3:0f:50		
1551453205.710141000	24:a4:3c:c3:0f:51		
1551453205.728037000	40:0d:10:bd:32:67		36
1551453205.746471000	f8:04:2e:a4:c2:c0		36
1551453205.797160000	7a:39:53:c1:6b:21		
1551453205.953319000	06:18:d6:21:c8:57		36
1551453206.007144000	26:18:d6:21:c8:57		36
1551453206.701928000	d8:54:a2:83:57:24		40
1551453206.702951000	d8:54:a2:83:57:25		40
1551453206.715243000	92:2a:a8:d8:dc:03		40
1551453206.765930000	82:2a:a8:d8:dc:03		40
1551453207.184294000	48:d3:43:e1:a8:0f		40
1551453207.690668000	94:f6:65:35:7e:cc		44
1551453207.691693000	94:f6:65:75:7e:cc		44
1551453207.692204000	94:f6:65:b5:7e:cc		44
1551453207.695783000	2c:30:33:e8:f5:04		
1551453207.721902000	24:a4:3c:53:f7:f0		
1551453207.722414000	24:a4:3c:53:f7:f1		
1551453207.722926000	24:a4:3c:53:f7:f2		
1551453207.769000000	48:d3:43:fc:e1:67		44
1551453208.712179000	24:a4:3c:c3:0c:50		
1551453208.712691000	24:a4:3c:c3:0c:51		
1551453209.925672000	9c:c7:a6:1d:2c:22		52
1551453210.068070000	b4:5d:50:6b:c3:50		52
1551453210.068584000	b4:5d:50:6b:c3:52		52
1551453210.068584000	b4:5d:50:6b:c3:53		52
1551453210.182248000	82:c7:a6:1d:2c:22		52
1551453210.813062000	18:d6:c7:8a:c4:da		56
1551453211.592872000	54:be:53:7a:88:31		
1551453211.757766000	ac:22:05:d0:5e:fe		60
1551453211.764393000	82:2a:a8:58:4b:c5		60
1551453212.765450000	7c:39:53:e3:6f:2e		
1551453213.736749000	e8:df:70:a2:db:7b		
1551453213.745453000	24:79:2a:32:72:ac		100
1551453213.793073000	c0:25:e9:70:d9:eb		100
1551453213.860645000	c8:b5:ad:81:d1:70		100
1551453213.861159000	c8:b5:ad:81:d1:72		100
1551453214.065511000	c8:b5:ad:81:d1:71		100
1551453216.754667000	ac:22:05:78:eb:65		112
1551453221.845820000	f0:9c:e9:e6:9d:64		132
1551453221.846332000	f0:9c:e9:e6:9d:65		132
1551453223.867829000	f0:9c:e9:e6:92:24		140
1551453223.867830000	f0:9c:e9:e6:92:25		140
1551453223.894444000	2c:30:33:e8:f5:06		
1551453226.822248000	8a:8a:20:55:31:86		157
1551453226.848361000	9a:8a:20:55:31:86		157
1551453226.872425000	78:8a:20:55:31:86		157
1551453226.898537000	7a:8a:20:55:31:86		157
1551453237.841710000	54:67:51:b7:ca:8d		1
1551453237.930286000	00:1f:9f:dc:3f:68		1
1551453246.180716000	9c:c7:a6:1d:2c:26		4
1551453248.941034000	d8:54:a2:83:57:14		11
1551453248.943086000	d8:54:a2:83:57:15		11
1551453249.154608000	04:18:d6:67:56:76		11
1551453249.940533000	dc:d9:16:46:db:0f		6
1551453250.252910000	ae:22:15:78:eb:91		6
1551453252.309224000	ec:cb:30:3e:35:6c		
1551453254.864744000	10:0d:7f:50:62:de		44
1551453262.088551000	b4:5d:50:6b:c3:b0		108
1551453262.089063000	b4:5d:50:6b:c3:b1		108
1551453262.089063000	b4:5d:50:6b:c3:b2		108
1551453262.089576000	b4:5d:50:6b:c3:b3		108
1551453289.244719000	64:d1:a3:0d:34:c5		3
1551453292.208879000	82:c7:a6:1d:2c:26		4
1551453295.213999000	fe:ec:da:87:a2:42		11
1551453296.257007000	c8:d1:2a:31:c1:b0		6
1551453296.295919000	00:1d:aa:fb:c5:28		6
1551453309.612329000	90:5c:44:d2:bc:fc		112
1551453310.069608000	20:25:64:11:61:25		
1551453313.119270000	6c:aa:b3:24:ef:bc		124
1551453336.052206000	30:e1:71:df:47:e7		3
1551453341.495594000	06:18:d6:22:c8:57		11
1551453341.629227000	52:0d:10:bd:32:61		11
1551453341.635881000	78:8a:20:54:31:86		11
1551453342.560621000	00:1d:aa:c8:03:b0		6
1551453342.582123000	44:d9:e7:df:f0:79		6
1551453357.777706000	54:fa:3e:43:80:8e		120
1551453387.774125000	fc:ec:da:87:a2:42		11
1551453387.959472000	06:18:d6:67:56:76		11
1551453388.796655000	ac:22:05:78:eb:91		6
1551453402.801255000	ac:22:05:f8:24:f5		112
1551453423.100334000	ac:22:05:f8:24:fb		1
1551453423.104427000	ae:22:15:f8:24:fb		1
1551453527.949758000	f0:9c:e9:e6:9d:55		6
1551453565.872493000	68:c4:4d:85:cf:a7		9
1551453654.513519000	56:67:11:b7:ca:8d		1
1551453659.603117000	80:ea:23:21:62:ce		3
1551453725.352742000	b4:5d:50:6b:b4:d1		108
1551453725.455656000	b4:5d:50:6b:b4:d0		108
1551453725.455655000	b4:5d:50:6b:b4:d2		108
